year;state;state_po;state_fips;state_cen;state_ic;office;district;stage;special;candidate;party_detailed;writein;mode;candidatevotes;totalvotes;unofficial;version;party_simplified
2016;OHIO;OH;39;31;24;US SENATE;statewide;gen;FALSE;ROB PORTMAN;REPUBLICAN;FALSE;total;3118567;5374164;FALSE;20210114;REPUBLICAN
1996;SOUTH DAKOTA;SD;46;45;37;US SENATE;statewide;gen;FALSE;TIM JOHNSON;DEMOCRAT;FALSE;total;166533;324487;FALSE;20210114;DEMOCRAT
1982;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;ANNA B. BOURGOIS;GOD, FAMILY, AND COUNTRY;FALSE;total;8288;262465;FALSE;20210114;OTHER
1988;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;DAVE KARNES;REPUBLICAN;FALSE;total;278250;667860;FALSE;20210114;REPUBLICAN
2016;HAWAII;HI;15;95;82;US SENATE;statewide;gen;FALSE;OVER VOTE;;FALSE;total;339;437664;FALSE;20210114;OTHER
2010;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;;;TRUE;total;7;1708484;FALSE;20210114;OTHER
1982;INDIANA;IN;18;32;22;US SENATE;statewide;gen;FALSE;FLOYD J. FITHIAN;DEMOCRAT;FALSE;total;828400;1817287;FALSE;20210114;DEMOCRAT
2002;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;JOHN F. KERRY;DEMOCRAT;FALSE;total;1605976;2220301;FALSE;20210114;DEMOCRAT
2010;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;KEITH J. HANSON;LIBERTARIAN;FALSE;total;3890;238534;FALSE;20210114;LIBERTARIAN
1978;ALABAMA;AL;1;63;41;US SENATE;statewide;gen;FALSE;JEROME B. COUCH;PROHIBITION;FALSE;total;34951;582005;FALSE;20210114;OTHER
1986;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;JIM SANTINI;REPUBLICAN;FALSE;total;116606;261932;FALSE;20210114;REPUBLICAN
1998;NORTH DAKOTA;ND;38;44;36;US SENATE;statewide;gen;FALSE;BYRON L. DORGAN;DEMOCRAT;FALSE;total;134747;213358;FALSE;20210114;DEMOCRAT
2006;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;RAE VOGELER;WISCONSIN GREEN;FALSE;total;42434;2138297;FALSE;20210114;OTHER
1976;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;BETTE JANE ERWIN;LIBERTARIAN;FALSE;total;8842;3490412;FALSE;20210114;LIBERTARIAN
1992;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;ED FINKELSTEIN;NEW ALLIANCE;FALSE;total;6335;1382051;FALSE;20210114;OTHER
1982;PENNSYLVANIA;PA;42;23;14;US SENATE;statewide;gen;FALSE;BARBARA I. KARKUTT;LIBERTARIAN;FALSE;total;19244;3604108;FALSE;20210114;LIBERTARIAN
2018;VERMONT;VT;50;13;6;US SENATE;statewide;gen;FALSE;BRAD J. PEACOCK;INDEPENDENT;FALSE;total;3787;272624;FALSE;20210114;OTHER
1988;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;SUSAN ENGELEITER;REPUBLICAN;FALSE;total;1030440;2168190;FALSE;20210114;REPUBLICAN
1996;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;GREG SAMPLES;INDEPENDENT;FALSE;total;4104;1778664;FALSE;20210114;OTHER
2018;UTAH;UT;49;87;67;US SENATE;statewide;gen;FALSE;CRAIG R. BOWDEN;LIBERTARIAN;FALSE;total;27607;1062845;FALSE;20210114;LIBERTARIAN
1998;PENNSYLVANIA;PA;42;23;14;US SENATE;statewide;gen;FALSE;JACK IANNANTUONO;LIBERTARIAN;FALSE;total;46103;2957499;FALSE;20210114;LIBERTARIAN
1978;WEST VIRGINIA;WV;54;55;56;US SENATE;statewide;gen;FALSE;ARCH A. MOORE JR. ;REPUBLICAN;FALSE;total;244317;493351;FALSE;20210114;REPUBLICAN
1990;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;JOHN L. KUCEK;POPULIST;FALSE;total;19978;1938454;FALSE;20210114;OTHER
1982;WYOMING;WY;56;83;68;US SENATE;statewide;gen;FALSE;MALCOLM WALLOP;REPUBLICAN;FALSE;total;94725;167191;FALSE;20210114;REPUBLICAN
2002;VIRGINIA;VA;51;54;40;US SENATE;statewide;gen;FALSE;;;TRUE;total;8371;1489422;FALSE;20210114;OTHER
2000;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;ERNIE BERGHOF;INDEPENDENT AMERICAN;FALSE;total;2540;600776;FALSE;20210114;OTHER
1978;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;ROBERT BROWN;LABOR;FALSE;total;3656;1957515;FALSE;20210114;OTHER
2018;MISSOURI;MO;29;43;34;US SENATE;statewide;gen;FALSE;CRAIG O'DEAR;INDEPENDENT;FALSE;total;34398;2442289;FALSE;20210114;OTHER
2016;OKLAHOMA;OK;40;73;53;US SENATE;statewide;gen;FALSE;ROBERT T. MURPHY;LIBERTARIAN;FALSE;total;43421;1448047;FALSE;20210114;LIBERTARIAN
2002;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;;;TRUE;total;1422;4514012;FALSE;20210114;OTHER
1992;IDAHO;ID;16;82;63;US SENATE;statewide;gen;FALSE;DIRK KEMPTHORNE;REPUBLICAN;FALSE;total;270468;478504;FALSE;20210114;REPUBLICAN
1976;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;MARTIN E. NIXON;LIBERTARIAN;FALSE;total;10943;6666875;FALSE;20210114;LIBERTARIAN
2000;MAINE;ME;23;11;2;US SENATE;statewide;gen;FALSE;MARK W. LAWRENCE;DEMOCRAT;FALSE;total;197183;634872;FALSE;20210114;DEMOCRAT
1980;GEORGIA;GA;13;58;44;US SENATE;statewide;gen;FALSE;MACK MATTINGLY;REPUBLICAN;FALSE;total;803686;1579829;FALSE;20210114;REPUBLICAN
2002;ALASKA;AK;2;94;81;US SENATE;statewide;gen;FALSE;FRANK VONDERSAAR;DEMOCRAT;FALSE;total;24133;229548;FALSE;20210114;DEMOCRAT
1998;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;BEN NIGHTHORSE CAMPBELL;REPUBLICAN;FALSE;total;829370;1327235;FALSE;20210114;REPUBLICAN
2016;ALASKA;AK;2;94;81;US SENATE;statewide;gen;FALSE;TED GIANOUTSOS;INDEPENDENT;FALSE;total;1758;311441;FALSE;20210114;OTHER
2010;IDAHO;ID;16;82;63;US SENATE;statewide;gen;FALSE;;;TRUE;total;91;449530;FALSE;20210114;OTHER
2012;MAINE;ME;23;11;2;US SENATE;statewide;gen;FALSE;ANGUS KING;INDEPENDENT FOR MAINE;FALSE;total;370580;724720;FALSE;20210114;OTHER
1982;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;LAWRENCE D. SULLIVAN;LIBERTARIAN;FALSE;total;653;190960;FALSE;20210114;LIBERTARIAN
2016;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;;;TRUE;total;1685;1541036;FALSE;20210114;OTHER
2020;VIRGINIA;VA;51;54;40;US SENATE;statewide;gen;FALSE;DANIEL M. GADE;REPUBLICAN;FALSE;total;1934199;4405087;FALSE;20210114;REPUBLICAN
1990;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;;;TRUE;total;1851;1808045;FALSE;20210114;OTHER
1976;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;H. GRAHAM LOWRY;U.S. LABOR;FALSE;total;15517;2491255;FALSE;20210114;OTHER
1998;MISSOURI;MO;29;43;34;US SENATE;statewide;gen;FALSE;JEREMIAH W. (JAY) NIXON;DEMOCRAT;FALSE;total;690208;1576857;FALSE;20210114;DEMOCRAT
1996;VIRGINIA;VA;51;54;40;US SENATE;statewide;gen;FALSE;JOHN W. WARNER;REPUBLICAN;FALSE;total;1235744;2354715;FALSE;20210114;REPUBLICAN
1996;OKLAHOMA;OK;40;73;53;US SENATE;statewide;gen;FALSE;CHRIS NEDBALEK;INDEPENDENT;FALSE;total;8691;1183150;FALSE;20210114;OTHER
2000;VERMONT;VT;50;13;6;US SENATE;statewide;gen;FALSE;HUGH DOUGLAS;LIBERTARIAN;FALSE;total;3843;288500;FALSE;20210114;LIBERTARIAN
2002;IDAHO;ID;16;82;63;US SENATE;statewide;gen;FALSE;LARRY E. CRAIG;REPUBLICAN;FALSE;total;266215;408544;FALSE;20210114;REPUBLICAN
2016;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;LORETTA SANCHEZ;DEMOCRAT;FALSE;total;4701417;12244170;FALSE;20210114;DEMOCRAT
1978;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;PAUL E. TSONGAS;DEMOCRAT;FALSE;total;1093283;1985700;FALSE;20210114;DEMOCRAT
1978;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;DICK CLARK;DEMOCRAT;FALSE;total;395066;824576;FALSE;20210114;DEMOCRAT
2000;MISSOURI;MO;29;43;34;US SENATE;statewide;gen;FALSE;EVALINE TAYLOR;GREEN;FALSE;total;10612;2361586;FALSE;20210114;OTHER
2000;FLORIDA;FL;12;59;43;US SENATE;statewide;gen;FALSE;JOE SIMONETTA;NATURAL LAW;FALSE;total;26087;5856731;FALSE;20210114;OTHER
2020;MISSISSIPPI;MS;28;64;46;US SENATE;statewide;gen;FALSE;CINDY HYDE-SMITH;REPUBLICAN;FALSE;total;709511;1311354;FALSE;20210114;REPUBLICAN
1996;ILLINOIS;IL;17;33;21;US SENATE;statewide;gen;FALSE;;;TRUE;total;4228;4250722;FALSE;20210114;OTHER
2000;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;RICK LAZIO;REPUBLICAN;FALSE;total;2724589;6959662;FALSE;20210114;REPUBLICAN
2006;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;ROBERT GERALD LORGE;REPUBLICAN;FALSE;total;630299;2138297;FALSE;20210114;REPUBLICAN
2004;ALABAMA;AL;1;63;41;US SENATE;statewide;gen;FALSE;RICHARD C. SHELBY;REPUBLICAN;FALSE;total;1242200;1839066;FALSE;20210114;REPUBLICAN
2016;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;FOSTER CAMPBELL;DEMOCRAT;FALSE;total;347816;1997218;FALSE;20210114;DEMOCRAT
2008;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;FALSE;;;TRUE;total;1719;4271970;FALSE;20210114;OTHER
2000;MISSISSIPPI;MS;28;64;46;US SENATE;statewide;gen;FALSE;LEWIS NAPPER;LIBERTARIAN;FALSE;total;8454;994144;FALSE;20210114;LIBERTARIAN
2000;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;NANCY ROSENSTOCK;INDEPENDENT;FALSE;total;3309;3015662;FALSE;20210114;OTHER
1976;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;OTHER;;FALSE;total;5288;201899;FALSE;20210114;OTHER
2014;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;EDWARD J. MARKEY;DEMOCRAT;FALSE;total;1289944;2186789;FALSE;20210114;DEMOCRAT
2010;CONNECTICUT;CT;9;16;1;US SENATE;statewide;gen;FALSE;RICHARD BLUMENTHAL;WORKING FAMILIES;FALSE;total;30836;1153115;FALSE;20210114;OTHER
2008;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;JASON SCHEURER;LIBERTARIAN;FALSE;total;18810;3482445;FALSE;20210114;LIBERTARIAN
1992;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;KIANA DELAMARE;LIBERTARIAN;FALSE;total;22613;1382051;FALSE;20210114;LIBERTARIAN
1990;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;FALSE;;;TRUE;total;681;2069585;FALSE;20210114;OTHER
2014;WEST VIRGINIA;WV;54;55;56;US SENATE;statewide;gen;FALSE;;;TRUE;total;10;453689;FALSE;20210114;OTHER
1982;CONNECTICUT;CT;9;16;1;US SENATE;statewide;gen;FALSE;LUCIEN P. DIFAZIO, JR.;CONSERVATIVE;FALSE;total;30212;1083508;FALSE;20210114;OTHER
1992;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;SUE ATKINSON;;FALSE;total;6277;1292494;FALSE;20210114;OTHER
1980;OHIO;OH;39;31;24;US SENATE;statewide;gen;FALSE;JOHN GLENN;DEMOCRAT;FALSE;total;2770786;4027303;FALSE;20210114;DEMOCRAT
1992;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;ROBERT L. KUNDERT;INDEPENDENT;FALSE;total;2747;2455124;FALSE;20210114;OTHER
1996;OREGON;OR;41;92;72;US SENATE;statewide;gen;FALSE;PAUL (STORMY) MOHN;LIBERTARIAN;FALSE;total;12697;1360230;FALSE;20210114;LIBERTARIAN
1998;NORTH CAROLINA;NC;37;56;47;US SENATE;statewide;gen;FALSE;LAUCH FAIRCLOTH;REPUBLICAN;FALSE;total;945943;2012143;FALSE;20210114;REPUBLICAN
1990;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;HUGH PARMER;DEMOCRAT;FALSE;total;1429986;3822157;FALSE;20210114;DEMOCRAT
1998;GEORGIA;GA;13;58;44;US SENATE;statewide;gen;FALSE;BERTIL ARMIN LOFTMAN;LIBERTARIAN;FALSE;total;43467;1753953;FALSE;20210114;LIBERTARIAN
2012;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;KENNETH R. KAPLAN;LIBERTARIAN;FALSE;total;16803;3376649;FALSE;20210114;LIBERTARIAN
1996;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;TOM HARKIN;DEMOCRAT;FALSE;total;634166;1224054;FALSE;20210114;DEMOCRAT
2018;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;DEMITRI G THEODOROPOULOS;GREEN;FALSE;total;4170;362592;FALSE;20210114;OTHER
1996;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;ROBERT O. WATSON;INDEPENDENT;FALSE;total;5569;1778664;FALSE;20210114;OTHER
2000;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;DENNIS A. BREEN;INDEPENDENT;FALSE;total;6061;3015662;FALSE;20210114;OTHER
2018;VIRGINIA;VA;51;54;40;US SENATE;statewide;gen;FALSE;COREY A. STEWART;REPUBLICAN;FALSE;total;1374313;3351373;FALSE;20210114;REPUBLICAN
2014;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;RICHARD A. MATKIN;U.S. TAXPAYERS;FALSE;total;37529;3121771;FALSE;20210114;OTHER
2004;MARYLAND;MD;24;52;52;US SENATE;statewide;gen;FALSE;E. J. PIPKIN;REPUBLICAN;FALSE;total;783055;2321931;FALSE;20210114;REPUBLICAN
2016;OREGON;OR;41;92;72;US SENATE;statewide;gen;FALSE;ERIC NAVICKAS;PACIFIC GREEN;FALSE;total;48823;1952478;FALSE;20210114;OTHER
2010;ILLINOIS;IL;17;33;21;US SENATE;statewide;gen;TRUE;"ALEXANDER ""ALEXI"" GIANNOULIAS";DEMOCRAT;FALSE;total;1719478;3704473;FALSE;20210114;DEMOCRAT
1978;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;WENDELL ANDERSON;DEMOCRAT;FALSE;total;638375;1580622;FALSE;20210114;DEMOCRAT
1996;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;JIM LIGHTFOOT;REPUBLICAN;FALSE;total;571807;1224054;FALSE;20210114;REPUBLICAN
2014;IDAHO;ID;16;82;63;US SENATE;statewide;gen;FALSE;JAMES E. RISCH;REPUBLICAN;FALSE;total;285596;437170;FALSE;20210114;REPUBLICAN
1982;INDIANA;IN;18;32;22;US SENATE;statewide;gen;FALSE;RAYMOND JAMES;AMERICAN;FALSE;total;10586;1817287;FALSE;20210114;OTHER
2010;WASHINGTON;WA;53;91;73;US SENATE;statewide;gen;FALSE;PATTY MURRAY;DEMOCRAT;FALSE;total;1314930;2511094;FALSE;20210114;DEMOCRAT
1986;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;ALFONSE M. D'AMATO;CONSERVATIVE;FALSE;total;212101;4484859;FALSE;20210114;OTHER
1990;HAWAII;HI;15;95;82;US SENATE;statewide;gen;TRUE;PATRICIA F. SAIKI;REPUBLICAN;FALSE;total;155978;349666;FALSE;20210114;REPUBLICAN
1994;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;TRUE;CHARLES N. HANCOCK;INDEPENDENT;FALSE;total;4169;1465862;FALSE;20210114;OTHER
2020;OKLAHOMA;OK;40;73;53;US SENATE;statewide;gen;FALSE;ABBY BROYLES;DEMOCRAT;FALSE;total;509763;1556361;FALSE;20210114;DEMOCRAT
1996;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;TOM STRICKLAND;DEMOCRAT;FALSE;total;667600;1459601;FALSE;20210114;DEMOCRAT
1992;PENNSYLVANIA;PA;42;23;14;US SENATE;statewide;gen;FALSE;LYNN YEAKEL;DEMOCRAT;FALSE;total;2224966;4802410;FALSE;20210114;DEMOCRAT
2008;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;FRANK R. LAUTENBERG;DEMOCRAT;FALSE;total;1951218;3482445;FALSE;20210114;DEMOCRAT
2014;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;JOSEPH BARATELLI;LIBERTARIAN;FALSE;total;16721;1869535;FALSE;20210114;LIBERTARIAN
2016;ILLINOIS;IL;17;33;21;US SENATE;statewide;gen;FALSE;;;TRUE;total;42;5491878;FALSE;20210114;OTHER
2002;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;JOHN COOKSEY;REPUBLICAN;FALSE;total;171752;2481629;FALSE;20210114;REPUBLICAN
2020;KENTUCKY;KY;21;61;51;US SENATE;statewide;gen;FALSE;DEMETRA WYSINGER;;TRUE;total;1;2135057;FALSE;20210114;OTHER
1978;TENNESSEE;TN;47;62;54;US SENATE;statewide;gen;FALSE;FERN LUCIUS KEASLER;INDEPENDENT;FALSE;total;2243;1157094;FALSE;20210114;OTHER
1976;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;OTHER;;FALSE;total;348498;6666875;FALSE;20210114;OTHER
2004;CALIFORNIA;CA;6;93;71;US SENATE;statewide;gen;FALSE;DON J. GRUNDMANN;AMERICAN INDEPENDENT;FALSE;total;81224;12053295;FALSE;20210114;OTHER
2008;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;TOM HARKIN;DEMOCRAT;FALSE;total;941665;1502918;FALSE;20210114;DEMOCRAT
1982;WASHINGTON;WA;53;91;73;US SENATE;statewide;gen;FALSE;DOUG JEWETT;REPUBLICAN;FALSE;total;332273;1368476;FALSE;20210114;REPUBLICAN
2002;ALASKA;AK;2;94;81;US SENATE;statewide;gen;FALSE;TED STEVENS;REPUBLICAN;FALSE;total;179438;229548;FALSE;20210114;REPUBLICAN
1992;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;CLAIRE SARGENT;DEMOCRAT;FALSE;total;436321;1382051;FALSE;20210114;DEMOCRAT
2018;NEVADA;NV;32;88;65;US SENATE;statewide;gen;FALSE;BARRY MICHAELS;INDEPENDENT;FALSE;total;9269;972132;FALSE;20210114;OTHER
2016;FLORIDA;FL;12;59;43;US SENATE;statewide;gen;FALSE;BASIL E. DALACK;NONE;FALSE;total;22236;9301820;FALSE;20210114;OTHER
2008;WEST VIRGINIA;WV;54;55;56;US SENATE;statewide;gen;FALSE;;;TRUE;total;83;702308;FALSE;20210114;OTHER
2018;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;KYRSTEN SINEMA;DEMOCRAT;FALSE;total;1191100;2384308;FALSE;20210114;DEMOCRAT
2010;OHIO;OH;39;31;24;US SENATE;statewide;gen;FALSE;ERIC W. DEATON;CONSTITUTION;FALSE;total;65856;3815098;FALSE;20210114;OTHER
2020;GEORGIA;GA;13;58;44;US SENATE;statewide;gen;TRUE;ED TARVER;DEMOCRAT;FALSE;total;26333;4914361;FALSE;20210114;DEMOCRAT
1980;KENTUCKY;KY;21;61;51;US SENATE;statewide;gen;FALSE;MARY LOUISE FOUST;REPUBLICAN;FALSE;total;386029;1106920;FALSE;20210114;REPUBLICAN
2004;MARYLAND;MD;24;52;52;US SENATE;statewide;gen;FALSE;;;TRUE;total;47;2321931;FALSE;20210114;OTHER
2020;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;JAMAR MONTGOMERY;UNAFFILIATED;FALSE;total;5804;2071543;FALSE;20210114;OTHER
1984;NEW JERSEY;NJ;34;22;12;US SENATE;statewide;gen;FALSE;HAROLD F. LEIENDECKER;LIBERTARIAN;FALSE;total;7135;3096456;FALSE;20210114;LIBERTARIAN
2000;MASSACHUSETTS;MA;25;14;3;US SENATE;statewide;gen;FALSE;PHILIP F. LAWLER;CONSTITUTION;FALSE;total;42113;2734048;FALSE;20210114;OTHER
2002;MICHIGAN;MI;26;34;23;US SENATE;statewide;gen;FALSE;CARL LEVIN;DEMOCRAT;FALSE;total;1896614;3129287;FALSE;20210114;DEMOCRAT
2020;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;TRUE;MATTHEW HAUPT;INDEPENDENT;TRUE;total;37;3355307;FALSE;20210114;OTHER
2010;GEORGIA;GA;13;58;44;US SENATE;statewide;gen;FALSE;JOHNNY ISAKSON;REPUBLICAN;FALSE;total;1489904;2555258;FALSE;20210114;REPUBLICAN
2020;NEW HAMPSHIRE;NH;33;12;4;US SENATE;statewide;gen;FALSE;;;TRUE;total;486;795914;FALSE;20210114;OTHER
2010;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;TRUE;JOSEPH J. DIOGUARDI;REPUBLICAN;FALSE;total;1338308;4757635;FALSE;20210114;REPUBLICAN
1992;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;JOHN MCCAIN;REPUBLICAN;FALSE;total;771395;1382051;FALSE;20210114;REPUBLICAN
2002;NEW MEXICO;NM;35;85;66;US SENATE;statewide;gen;FALSE;GLORIA TRISTANI;DEMOCRAT;FALSE;total;168863;483056;FALSE;20210114;DEMOCRAT
2012;WISCONSIN;WI;55;35;25;US SENATE;statewide;gen;FALSE;;;TRUE;total;70;3009411;FALSE;20210114;OTHER
2012;VERMONT;VT;50;13;6;US SENATE;statewide;gen;FALSE;;;TRUE;total;252;292762;FALSE;20210114;OTHER
2018;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;CHELE CHIAVACCI FARLEY;CONSERVATIVE;FALSE;total;246171;6055151;FALSE;20210114;OTHER
2018;MISSISSIPPI;MS;28;64;46;US SENATE;statewide;gen;FALSE;SHAWN O'HARA;REFORM;FALSE;total;6048;936215;FALSE;20210114;OTHER
1992;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;ROBERT ABRAMS;LIBERAL;FALSE;total;143199;7078805;FALSE;20210114;OTHER
2010;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;;;TRUE;total;19;1772286;FALSE;20210114;OTHER
1996;ALASKA;AK;2;94;81;US SENATE;statewide;gen;FALSE;;;TRUE;total;1009;231916;FALSE;20210114;OTHER
1984;ILLINOIS;IL;17;33;21;US SENATE;statewide;gen;FALSE;ISHMAEL FLORY;COMMUNIST;FALSE;total;4802;4787335;FALSE;20210114;OTHER
1998;ARIZONA;AZ;4;86;61;US SENATE;statewide;gen;FALSE;JOHN C. ZAJAC;LIBERTARIAN;FALSE;total;23004;1013280;FALSE;20210114;LIBERTARIAN
1998;KENTUCKY;KY;21;61;51;US SENATE;statewide;gen;FALSE;CHARLES R. ARBEGUST;REFORM;FALSE;total;12546;1145414;FALSE;20210114;OTHER
2014;RHODE ISLAND;RI;44;15;5;US SENATE;statewide;gen;FALSE;MARK S. ZACCARIA;REPUBLICAN;FALSE;total;92684;316898;FALSE;20210114;REPUBLICAN
1994;NEBRASKA;NE;31;46;35;US SENATE;statewide;gen;FALSE;JAN STONEY;REPUBLICAN;FALSE;total;260668;579205;FALSE;20210114;REPUBLICAN
2020;DELAWARE;DE;10;51;11;US SENATE;statewide;gen;FALSE;NADINE M. FROST;LIBERTARIAN;FALSE;total;5244;490935;FALSE;20210114;LIBERTARIAN
2010;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;SAM HOUSTON MELTON;NO PARTY;FALSE;total;3780;1264994;FALSE;20210114;OTHER
1986;LOUISIANA;LA;22;72;45;US SENATE;statewide;gen;FALSE;W. HENSON MOORE;REPUBLICAN;FALSE;total;646311;1369897;FALSE;20210114;REPUBLICAN
1988;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;"HUBERT H. ""SKIP"" HUMPHREY III";DEMOCRATIC-FARMER-LABOR;FALSE;total;856694;2093953;FALSE;20210114;DEMOCRAT
2010;IOWA;IA;19;42;31;US SENATE;statewide;gen;FALSE;;;TRUE;total;872;1116063;FALSE;20210114;OTHER
2004;SOUTH CAROLINA;SC;45;57;48;US SENATE;statewide;gen;FALSE;;;TRUE;total;1286;1597221;FALSE;20210114;OTHER
2018;MISSISSIPPI;MS;28;64;46;US SENATE;statewide;gen;TRUE;CINDY HYDE-SMITH;REPUBLICAN;FALSE;total;486769;907588;FALSE;20210114;REPUBLICAN
1998;COLORADO;CO;8;84;62;US SENATE;statewide;gen;FALSE;GARY SWING;U.S. PACIFIST;FALSE;total;1981;1327235;FALSE;20210114;OTHER
2006;MAINE;ME;23;11;2;US SENATE;statewide;gen;FALSE;OTHER;;FALSE;total;179;545128;FALSE;20210114;OTHER
2012;NEW MEXICO;NM;35;85;66;US SENATE;statewide;gen;FALSE;JON R. BARRIE;INDEPENDENT AMERICAN;FALSE;total;28199;775793;FALSE;20210114;OTHER
1978;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;LEONARD RICHARDS;LIBERTARIAN;FALSE;total;2992;1580622;FALSE;20210114;LIBERTARIAN
2010;ARKANSAS;AR;5;71;42;US SENATE;statewide;gen;FALSE;TREVOR DROWN;INDEPENDENT;FALSE;total;25234;779957;FALSE;20210114;OTHER
2010;KENTUCKY;KY;21;61;51;US SENATE;statewide;gen;FALSE;JACK CONWAY;DEMOCRAT;FALSE;total;600052;1356096;FALSE;20210114;DEMOCRAT
2002;MINNESOTA;MN;27;41;33;US SENATE;statewide;gen;FALSE;JIM MOORE;INDEPENDENCE;FALSE;total;45139;2254636;FALSE;20210114;OTHER
2010;HAWAII;HI;15;95;82;US SENATE;statewide;gen;FALSE;JIM BREWER;GREEN;FALSE;total;7762;370583;FALSE;20210114;OTHER
2006;TEXAS;TX;48;74;49;US SENATE;statewide;gen;FALSE;SCOTT LANIER JAMESON;LIBERTARIAN;FALSE;total;97672;4314663;FALSE;20210114;LIBERTARIAN
2002;SOUTH CAROLINA;SC;45;57;48;US SENATE;statewide;gen;FALSE;LINDSEY O. GRAHAM;REPUBLICAN;FALSE;total;600010;1102912;FALSE;20210114;REPUBLICAN
1978;ALASKA;AK;2;94;81;US SENATE;statewide;gen;FALSE;;;TRUE;total;384;122741;FALSE;20210114;OTHER
2004;NEW YORK;NY;36;21;13;US SENATE;statewide;gen;FALSE;ABRAHAM HIRSCHFELD;BUILDERS;FALSE;total;16196;7447818;FALSE;20210114;OTHER
