Complaint Year Number;Month Number;Record Create Date;Complaint Precinct Code;County;Law Code Category Description;Offense Description;Bias Motive Description;Offense Category;Arrest Date
2020;2;02.11.2020;28;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2020;8;08.01.2020;34;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;12;01/26/2020;50;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.06.2020;60;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;7;07/23/2020;79;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2020;9;09.10.2020;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;9;09.10.2020;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01/24/2020;111;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;11;11/21/2020;111;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;10;10.01.2020;114;QUEENS;FELONY;FELONY ASSAULT;ANTI-MUSLIM;Religion/Religious Practice;
2020;1;06.04.2020;120;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;4;04/15/2021;6;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;11;11/18/2021;6;NEW YORK;FELONY;GRAND LARCENY;ANTI-WHITE;Race/Color;
2022;8;08.10.2022;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;08/13/2022
2022;8;08.01.2022;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;09/16/2022
2020;9;09.12.2020;6;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MULTI-RACIAL GROUPS;Race/Color;09/27/2022
2022;10;10/28/2022;18;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;11.09.2022
2022;10;10/30/2022;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12.06.2022
2019;4;04.03.2019;107;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;04.04.2019
2019;4;04.07.2019;112;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;04.07.2019
2019;6;06/29/2019;110;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;07/23/2019
2021;6;06/13/2021;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;06/17/2021
2021;7;07/31/2021;108;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-TRANSGENDER;Gender;09.07.2021
2022;7;07.09.2022;102;QUEENS;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;07/26/2022
2022;8;08.10.2022;115;QUEENS;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;08/26/2022
2022;9;09/21/2022;104;QUEENS;FELONY;FELONY ASSAULT;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;12.08.2022
2020;9;09.03.2020;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;03/24/2021
2021;12;12.05.2021;120;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;12.05.2021
2020;7;07/29/2020;120;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-BLACK;Race/Color;08.06.2020
2020;8;08.01.2020;120;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;08.06.2020
2021;3;03/24/2021;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;03/24/2021
2020;9;09.03.2020;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;03/24/2021
2019;5;05/18/2019;7;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BUDDHIST;Religion/Religious Practice;
2019;10;10/22/2019;7;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12.07.2019;7;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.03.2019;14;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09.11.2019;18;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/30/2019;20;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07/27/2019;33;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.06.2019;34;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/14/2019;41;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/22/2019;48;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05.05.2019;52;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;1;04.12.2019;71;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/15/2019;71;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/31/2019;71;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11.07.2019;73;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/31/2019;88;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;2;02/16/2019;90;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.03.2019;100;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2019;10;10/28/2019;103;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08.04.2019;104;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;12;12.04.2019;114;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/27/2019;115;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06/27/2019;121;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;6;06/27/2020;10;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2020;2;02.11.2020;17;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.12.2020;32;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/19/2019;71;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;2;02/24/2019;73;KINGS;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;
2019;5;05.09.2019;75;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/13/2019;78;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-LGBT (MIXED GROUP);Sexual Orientation;
2019;1;01/13/2019;79;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;2;02/27/2019;84;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-LGBT (MIXED GROUP);Sexual Orientation;
2019;5;05/14/2019;90;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-TRANSGENDER;Gender;
2019;7;07/30/2019;90;KINGS;FELONY;GRAND LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05.09.2019;94;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12.05.2019;94;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;3;03.11.2019;100;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2019;6;06.08.2019;102;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/21/2019;104;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08.07.2019;105;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;3;04.01.2019;109;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;8;08/17/2019;110;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/30/2019;84;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05.02.2019;84;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/22/2019;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/27/2019;90;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/31/2019;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/13/2019;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;5;05/23/2019;104;QUEENS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;4;04/27/2019;105;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2019;6;06.10.2019;122;RICHMOND;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;6;07.02.2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;7;07.06.2020;13;NEW YORK;MISDEMEANOR;PETIT LARCENY;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03.11.2020;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2020;12;12/16/2020;24;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2020;1;01/20/2020;26;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2020;10;10.09.2020;30;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;1;01/23/2019;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/25/2019;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/25/2019;66;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;6;06.05.2019;68;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07/26/2019;72;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2019;1;01/16/2019;109;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BUDDHIST;Religion/Religious Practice;
2019;11;11/25/2019;114;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2019;6;06.02.2019;115;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;8;08/19/2020;10;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2020;8;08/24/2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;2;02.09.2020;13;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01/31/2020;40;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;11;11.07.2020;45;BRONX;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;10;10/27/2020;68;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;11;11/20/2020;77;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.12.2020;83;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/15/2019;48;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07/14/2019;49;BRONX;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2019;2;02/25/2019;60;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/13/2019;66;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/25/2019;66;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-JEWISH;Religion/Religious Practice;
2019;11;11/26/2019;68;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08/26/2019;75;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/28/2019;94;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09.02.2019;100;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03/18/2019;102;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10/22/2019;108;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;9;09/15/2019;122;RICHMOND;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2020;4;04/21/2020;6;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-ASIAN;Race/Color;
2020;1;01/27/2020;7;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03/25/2020;7;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-TRANSGENDER;Gender;
2020;8;08.04.2020;84;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01/15/2020;88;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;2;02.06.2020;107;QUEENS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2020;1;01.07.2020;120;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;7;07.04.2020;122;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;2;02/13/2021;6;NEW YORK;MISDEMEANOR;SEX CRIMES;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;
2021;4;04/28/2021;9;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;6;06/21/2021;13;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;4;04/25/2021;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/19/2021;14;NEW YORK;FELONY;ROBBERY;ANTI-ASIAN;Race/Color;
2021;9;09/30/2021;17;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08/15/2021;18;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;1;01.10.2021;20;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;3;03/25/2021;24;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;4;04.07.2021;24;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;8;08/24/2021;25;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10/27/2021;25;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;10;10.10.2020;100;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;7;07.04.2020;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;12;12/30/2020;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;8;08.06.2020;123;RICHMOND;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2021;5;05/21/2021;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;8;09.03.2021;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;
2021;4;04/20/2021;18;NEW YORK;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;12;12.09.2021;19;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;4;04/21/2021;40;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2021;4;04/27/2021;61;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;11;11.12.2021;62;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;8;08/30/2021;63;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;4;04/19/2021;66;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;5;05/25/2021;70;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2021;11;11.11.2021;71;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05.08.2021;75;KINGS;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2020;9;10/19/2020;61;KINGS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;3;03/23/2020;73;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;3;03/24/2020;75;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MUSLIM;Religion/Religious Practice;
2020;6;06/23/2020;121;RICHMOND;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;7;07/21/2021;10;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;12;12/16/2021;10;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2021;6;06/14/2021;13;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;5;05.02.2021;14;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;5;05/21/2021;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-JEWISH;Religion/Religious Practice;
2021;10;10/18/2021;17;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;4;04/26/2021;19;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;9;09/16/2021;25;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08/17/2021;26;NEW YORK;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-OTHER ETHNICITY;Ethnicity/National Origin/Ancestry;
2021;11;11/30/2021;40;BRONX;FELONY;FELONY ASSAULT;ANTI-WHITE;Race/Color;
2021;1;01/17/2021;48;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-TRANSGENDER;Gender;
2021;3;03/23/2021;61;KINGS;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-ASIAN;Race/Color;
2021;5;05/13/2021;61;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-MUSLIM;Religion/Religious Practice;
2019;2;02/17/2019;79;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.06.2019;79;KINGS;VIOLATION;HARRASSMENT 2;ANTI-JEWISH;Religion/Religious Practice;
2019;12;12/18/2019;84;KINGS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-BLACK;Race/Color;
2019;1;01.12.2019;94;KINGS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;7;07.09.2019;104;QUEENS;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;3;03.11.2019;107;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;10;10.01.2019;107;QUEENS;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2019;8;08.07.2019;112;QUEENS;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2019;1;01/23/2019;121;RICHMOND;FELONY;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;10;10.05.2020;6;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2020;6;06/30/2020;10;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-CATHOLIC;Religion/Religious Practice;
2020;9;09/27/2020;13;NEW YORK;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2020;7;07/24/2020;17;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2020;2;02.07.2020;40;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-BLACK;Race/Color;
2020;3;03.02.2020;40;BRONX;MISDEMEANOR;ASSAULT 3 & RELATED OFFENSES;ANTI-FEMALE HOMOSEXUAL (LESBIAN);Sexual Orientation;
2020;10;10.03.2020;44;BRONX;MISDEMEANOR;CRIMINAL MISCHIEF & RELATED OF;ANTI-JEWISH;Religion/Religious Practice;
2021;5;05/26/2021;6;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;9;09/19/2021;6;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;3;03.02.2021;7;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
2021;4;04/24/2021;9;NEW YORK;FELONY;GRAND LARCENY;ANTI-ASIAN;Race/Color;
2021;8;08/31/2021;14;NEW YORK;MISDEMEANOR;OFF. AGNST PUB ORD SENSBLTY &;ANTI-ASIAN;Race/Color;
2021;10;12/19/2021;17;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-JEWISH;Religion/Religious Practice;
2021;8;08.06.2021;18;NEW YORK;FELONY;MISCELLANEOUS PENAL LAW;ANTI-MALE HOMOSEXUAL (GAY);Sexual Orientation;
2021;11;11.02.2021;25;NEW YORK;FELONY;GRAND LARCENY;ANTI-MUSLIM;Religion/Religious Practice;
2021;5;05.12.2021;26;NEW YORK;FELONY;FELONY ASSAULT;ANTI-ASIAN;Race/Color;
